word,groups
ВЕЛЬШ,"['95651790', '224571', '65244094', '52650073', '34196196', '50196030', '175948809', '1116586', '158445435', '137631708']"
ВЕНТУРА,['23775631']
ВЕНЧУРНЫЙ,['192128432']
ВЕРИ,['36516005']
ВЕРИФИКАТОР,['107155941']
ВЕРИФИКАЦИЯ,['22079806']
ВЕРИФИЦИРОВАТЬ,['22079806']
ВЕРС,"['6117275', '188002052', '112005254', '56107243', '36881483']"
ВЕРСИЯ,"['6117275', '188002052', '112005254', '56107243', '36881483']"
ВЕРТ,['71251336']
ВЕСТ,['129831161']
ВЕЧЕРНИЙ,"['73251104', '135135643', '139382341', '43265491']"
ВИАГРА,['188661096']
ВИГВАМ,['82362970']
ВИГИ,"['167972796', '37943396', '194665495']"
ВИДЕО,"['66768163', '47013633', '85130426', '78362677', '65438559']"
ВИДЕОБЛОГ,"['16057171', '48868067']"
ВИДЕОКАМЕРА,['22357897']
ВИДЕОКАССЕТА,['174246997']
ВИДЕОКЛИП,['78469888']
ВИДЕОКОНФЕРЕНЦИЯ,['30498923']
ВИДЕОПОКЕР,['25338836']
ВИДЕОФАЙЛ,['18448721']
ВИДЖЕТ,"['185043284', '159643830']"
ВИЖН,['79886072']
ВИЗА,['194609175']
ВИЗУАЛИЗАЦИЯ,"['117351375', '75502546']"
ВИКИ,['24232705']
ВИКТОРИ,['36292241']
ВИЛЛИ,"['38102317', '194182684', '19847999']"
ВИЛЬЯМС,['43257464']
ВИНДСЕРФИНГ,"['129361201', '31528920', '55651818', '10042517']"
ВИНКС,['11912405']
ВИРТ,['54027001']
ВИРТУАЛЬНАЯ,"['128033391', '195732199', '80634901', '194638335', '5197510', '168389689', '194726844', '145170546', '24693405']"
ВИРТУАЛЬНЫЙ,"['128033391', '195732199', '80634901', '194638335', '5197510', '168389689', '194726844', '145170546', '24693405']"
ВИСК,"['192587372', '80553865', '193428838', '152750117', '194665495', '75962852', '179518108', '27308060', '165635183']"
ВИСКИ,"['192587372', '80553865', '193428838', '152750117', '194665495', '75962852', '179518108', '27308060', '165635183']"
ВИСТ,['104106422']
ВОЕННО,['14899728']
ВОЙНА,"['55849790', '23820213', '153344099', '43248954', '140312885']"
ВОЙС,['156603914']
ВОКАЛ,"['164094864', '62086614', '580964']"
ВОКАЛЬНЫЙ,"['3761323', '193894242']"
ВОКЗАЛ,['69840107']
ВОЛЕЙ,['101246198']
ВОЛЕЙБОЛ,['176769325']
ВОЛК,"['186768719', '158045501']"
ВОЛЛ,"['104140751', '59093420', '157966746', '168031648', '78300150', '158843298', '43366619', '43680518', '185657565', '132221406', '192423241', '192147805', '192111438', '105169482', '153578914', '131616620', '147049432', '125730564', '48767752', '161115526']"
ВОЛЛА,"['104140751', '59093420', '157966746', '168031648', '78300150', '158843298', '43366619', '43680518', '185657565', '132221406', '192423241', '192147805', '192111438', '105169482', '153578914', '131616620', '147049432', '125730564', '48767752', '161115526']"
ВОЛЛЕЙ,"['104140751', '59093420', '157966746', '168031648', '78300150', '158843298', '43366619', '43680518', '185657565', '132221406', '192423241', '192147805', '192111438', '105169482', '153578914', '131616620', '147049432', '125730564', '48767752', '161115526']"
ВОЛОНТЁР,['74766128']
ВОЛЮМ,"['6461726', '68778023', '37383617', '116091815', '70539598', '153505481', '126499699']"
ВОЛЮМЕ,"['6461726', '68778023', '37383617', '116091815', '70539598', '153505481', '126499699']"
ВОРД,"['1751143', '186873676', '167073316', '189772049', '46903262', '14419608', '192573110', '167004329', '82321635']"
ВОРДЕН,"['1751143', '186873676', '167073316', '189772049', '46903262', '14419608', '192573110', '167004329', '82321635']"
ВОРКАУТ,"['195567195', '37876355', '33839375']"
ВОРКШОП,['121606528']
ВОРЛД,"['182463987', '83500978', '30357442']"
ВОСТОЧНОГО,['23539522']
ВОТЧ,"['72483932', '152032967', '117194308', '67053570', '128625156', '126825291', '140914188', '170651389', '140913981', '3259633']"
ВОТЧИ,"['72483932', '152032967', '117194308', '67053570', '128625156', '126825291', '140914188', '170651389', '140913981', '3259633']"
ВОЯДЖЕР,"['119752231', '99196487', '85336637', '185186841']"
ВУГИ,"['11768663', '194996805', '3791885', '467144']"
ВУЛКАН,['189813647']
ВУМБИЛДИНГ,"['25627779', '67544595']"
ВЭЙВ,['18285816']
ВЭЛЬЮ,"['121623119', '106544496']"
ВЭНСЫ,['3429820']
ГЁРЛ,"['180867644', '105998338', '79406147', '183991392', '192107849', '96841668', '95577298', '153028817', '142792097', '174538469', '149837034', '192441807', '194942957', '191057165', '19624476', '195766698', '177990333', '169449438', '176252436', '160676266']"
ГЁРЛЗ,"['183426310', '168926731', '193264523', '159490709', '26158311', '12856225', '187932794', '192473480', '185758415']"
ГЁРЛС,"['170513463', '186949574', '175610523', '175938919', '189115952', '194077885', '25552394', '185915026']"
ГАБРИЭЛЬ,['60401623']
ГАДЖЕТ,['82766518']
ГАЗГОЛЬДЕР,['1415705']
ГАЙД,"['183652142', '139673625', '153385455', '193465362', '180214136', '160344045', '188353599', '78910030']"
ГАЙДА,"['183652142', '139673625', '153385455', '193465362', '180214136', '160344045', '188353599', '78910030']"
ГАЛИ,"['181719325', '182392356', '117293864']"
ГАМБУРГЕР,['973563']
ГАМЕР,['36229639']
ГАММА,"['184474183', '41222877', '153341133']"
ГАНГ,"['150017440', '165581181', '126569487', '80784152', '100787438', '186464355', '102216346', '168040832', '76522928', '103373056', '128972278', '133704770', '120775808']"
ГАНГСТ,"['45260463', '21521246', '66973779', '126423902', '15924076', '17436154', '93159219', '39671915']"
ГАНГСТА,"['45260463', '21521246', '66973779', '126423902', '15924076', '17436154', '93159219', '39671915']"
ГАРАЖНЫЙ,['195530463']
ГАРД,"['88444954', '92336132', '184517975', '189071219', '178312212', '109595408']"
ГАРДЕН,"['88444954', '92336132', '184517975', '189071219', '178312212', '109595408']"
ГАРДЕНИТ,"['74785837', '41742359', '17889021', '52949089', '173184670']"
ГАРДЕНИЯ,"['74785837', '41742359', '17889021', '52949089', '173184670']"
ГАРМОНЫ,['195204034']
ГАРРИ,"['118693117', '136225801', '8836', '53465837', '72931694', '128651845', '113252314']"
ГЕЙБИ,['166206374']
ГЕЙБЛ,['104203526']
ГЕЙЛИ,['63152949']
ГЕЙМИНГ,['189830153']
ГЕЙМС,['13211196']
ГЕЙНЕР,['36235077']
ГЕЙТ,['30357442']
ГЕЛЬ,"['20191721', '17953909', '179720527', '98080095', '57837618', '115846781', '102738659', '158260457', '95518313']"
ГЕМБЛИНГ,['190047736']
ГЕНДЕРНАЯ,"['119576187', '112944876', '59790396', '193549726', '90141321', '13977678', '50821500', '186942859', '14190092', '92538654', '156383569', '175445181', '193445611', '188513462', '150494504', '141397435', '186203988', '163078674', '113660128', '178204542']"
ГЕНДЕРНО,"['119576187', '112944876', '59790396', '193549726', '90141321', '13977678', '50821500', '186942859', '14190092', '92538654', '156383569', '175445181', '193445611', '188513462', '150494504', '141397435', '186203988', '163078674', '113660128', '178204542']"
ГЕНДЕРНОЕ,"['119576187', '112944876', '59790396', '193549726', '90141321', '13977678', '50821500', '186942859', '14190092', '92538654', '156383569', '175445181', '193445611', '188513462', '150494504', '141397435', '186203988', '163078674', '113660128', '178204542']"
ГЕНДЕРНЫЕ,"['119576187', '112944876', '59790396', '193549726', '90141321', '13977678', '50821500', '186942859', '14190092', '92538654', '156383569', '175445181', '193445611', '188513462', '150494504', '141397435', '186203988', '163078674', '113660128', '178204542']"
ГЕНДЕРНЫЙ,"['119576187', '112944876', '59790396', '193549726', '90141321', '13977678', '50821500', '186942859', '14190092', '92538654', '156383569', '175445181', '193445611', '188513462', '150494504', '141397435', '186203988', '163078674', '113660128', '178204542']"
ГЕНЕРАТИВНАЯ,"['92469311', '143652952', '173462680']"
ГЕНЕРАТИВНЫЙ,"['92469311', '143652952', '173462680']"
ГЕННАЯ,"['59089688', '39153701', '176865183', '51788541', '190922282', '905225', '189870088', '190928583']"
ГЕНОМ,"['59089688', '39153701', '176865183', '51788541', '190922282', '905225', '189870088', '190928583']"
ГЕОПОЛИТИКА,"['102868701', '293884']"
ГЕОТЕКСТИЛЬ,['19877320']
ГЕРБАЛАЙФ,"['193291935', '34579842']"
ГЕРЛ,"['180867644', '105998338', '79406147', '183991392', '192107849', '96841668', '95577298', '153028817', '142792097', '174538469', '149837034', '192441807', '194942957', '191057165', '19624476', '195766698', '177990333', '169449438', '176252436', '160676266']"
ГЕРЛА,"['180867644', '105998338', '79406147', '183991392', '192107849', '96841668', '95577298', '153028817', '142792097', '174538469', '149837034', '192441807', '194942957', '191057165', '19624476', '195766698', '177990333', '169449438', '176252436', '160676266']"
ГЕРЛЗ,"['183426310', '168926731', '193264523', '159490709', '26158311', '12856225', '187932794', '192473480', '185758415']"
ГЕРЛС,"['170513463', '186949574', '175610523', '175938919', '189115952', '194077885', '25552394', '185915026']"
ГИДРОЦИКЛ,"['40595370', '53304431']"
ГИНГ,"['50137933', '193211437', '40391244', '15629618', '95614721', '3744024', '58081196']"
ГИНГЕМ,"['50137933', '193211437', '40391244', '15629618', '95614721', '3744024', '58081196']"
ГИПЕРМАРКЕТ,"['160402591', '19098901', '147675015', '55218921']"
ГИРЛА,"['82723157', '56012657']"
ГИРЛИ,"['82723157', '56012657']"
ГИТАРА,"['28529651', '62086614', '15164027']"
ГЛАЗ,"['176803404', '20654497', '42864797', '150699783', '193931480', '191332392', '186226487', '37196652']"
ГЛАЗА,"['176803404', '20654497', '42864797', '150699783', '193931480', '191332392', '186226487', '37196652']"
ГЛАМУР,['11064089']
ГЛАСС,"['184543831', '112248661', '67615740', '32144213', '146382146', '160521053', '123606610']"
ГЛАССИ,"['184543831', '112248661', '67615740', '32144213', '146382146', '160521053', '123606610']"
ГЛИТТЕР,['157613589']
ГЛОБАЛ,"['185870968', '64956034', '132844322']"
ГЛОР,"['93464081', '150272865', '40152303', '187613667', '9747025']"
ГЛОРИ,"['93464081', '150272865', '40152303', '187613667', '9747025']"
ГЛОССАРИЙ,['6589976']
ГЛЭМПИНГ,['167686824']
ГОДЗИЛЛА,['36229639']
ГОЛД,"['191201193', '64333286', '157686527', '178642115', '179419183', '179625157', '51768252', '41924922', '189914211', '188864624', '192586346', '185853959', '96945083', '29472251', '187943314', '180654070', '144423974', '191759819', '34565021', '189150762']"
ГОЛДА,"['191201193', '64333286', '157686527', '178642115', '179419183', '179625157', '51768252', '41924922', '189914211', '188864624', '192586346', '185853959', '96945083', '29472251', '187943314', '180654070', '144423974', '191759819', '34565021', '189150762']"
ГОЛДЕН,"['191201193', '64333286', '157686527', '178642115', '179419183', '179625157', '51768252', '41924922', '189914211', '188864624', '192586346', '185853959', '96945083', '29472251', '187943314', '180654070', '144423974', '191759819', '34565021', '189150762']"
ГОЛЫЙ,"['122442039', '117458512', '154520367', '96897170', '47013633', '174917357']"
ГОЛЬФ,"['177306700', '113771206', '73520086']"
ГОЛЬФЫ,"['177306700', '113771206', '73520086']"
ГОМО,['123892938']
ГОНГ,['90857280']
ГОРЕ,"['78107466', '28528693']"
ГОРМОНЫ,['144739309']
ГОСТРАЙТЕР,"['44030027', '195336353', '34590953']"
ГОСТРАЙТИНГ,['34590953']
ГРАБ,['180346393']
ГРАЙНД,"['122963989', '36506381', '1933198', '24595453']"
ГРАЙНДИТЬ,"['122963989', '36506381', '1933198', '24595453']"
ГРАМИТЬ,['188896832']
ГРАММАР,['29714034']
ГРАН,"['178798487', '121606528']"
ГРАНД,['159941814']
ГРАНТ,"['171623517', '143830192', '79665382', '40555188']"
ГРАУНД,"['5984819', '147534001', '70880828', '64080606', '22776313', '42770184', '87055746']"
ГРАУНДЫ,"['5984819', '147534001', '70880828', '64080606', '22776313', '42770184', '87055746']"
ГРАФ,['57723472']
ГРАФИКА,"['50936212', '62494679']"
ГРАФИЧЕСКИЙ,['75701575']
ГРАФФИТИ,"['28784082', '30288291', '43605160']"
ГРЕЙ,['77418722']
ГРЕЙДЕР,['49017582']
ГРЕЙС,['50347625']
ГРИЛЬ,"['106050696', '123259849', '77467910']"
ГРИМ,"['84345349', '131500893']"
ГРИН,"['145253160', '45963033', '102761530', '132651048', '187110472', '164076717']"
ГРИНД,['14790509']
ГРИНДЕР,"['127536922', '3276701']"
ГРИТ,"['1772681', '71739785', '107979960', '129788495', '88794603', '167193271', '8243761', '7598548', '4061419']"
ГРИТИ,"['1772681', '71739785', '107979960', '129788495', '88794603', '167193271', '8243761', '7598548', '4061419']"
ГРОУЛ,"['597582', '1602875', '63051129']"
ГРОУЛИНГ,"['4297062', '25247417']"
ГРУЗОВИК,"['78184476', '140229901']"
ГРУМ,"['23736005', '67884190']"
ГРУМЕР,"['23736005', '67884190']"
ГРУМИНГ,['65369233']
ГРУППА,"['150019313', '41185226', '42793953', '187573389', '6016960', '45744117', '59992118', '12080041', '51949926', '153902611']"
ГРУППИ,"['150019313', '41185226', '42793953', '187573389', '6016960', '45744117', '59992118', '12080041', '51949926', '153902611']"
ГРЭППЛИНГ,"['120204848', '4477838']"
ГУВЕР,['31631833']
ГУГЛ,['182280376']
ГУДВИЛЛ,"['58980859', '173142622', '2269496', '50631949', '185789365', '72096633', '150507421', '74139982']"
ГУДВИЛЛА,"['58980859', '173142622', '2269496', '50631949', '185789365', '72096633', '150507421', '74139982']"
ГУФИ,"['25987292', '22970400', '30219736']"
ДЁРТ,"['67966273', '2454444', '37455123', '44644909', '28215161', '17496428', '189198242', '226065', '184364756']"
ДЁРТИ,"['67966273', '2454444', '37455123', '44644909', '28215161', '17496428', '189198242', '226065', '184364756']"
ДАБЛ,"['140547194', '175176548', '132055961', '185582610']"
ДАБЛЮ,"['140547194', '175176548', '132055961', '185582610']"
ДАЙВ,['135607178']
ДАЙВЕР,['135607178']
ДАЙДЖЕСТ,['135135643']
ДАЙК,"['53276670', '81675095', '48077247', '98733387', '34128840', '81284795', '94842780', '195247761']"
ДАЙКА,"['53276670', '81675095', '48077247', '98733387', '34128840', '81284795', '94842780', '195247761']"
ДАЙНЕМИКС,['20224555']
ДАЙС,['32614312']
ДАЛЛАС,"['52265673', '51701983']"
ДАЛТОН,['37943396']
ДАМАГ,['167549121']
ДАМАГА,['167549121']
ДАМПТИ,['46331173']
ДАНЖ,"['193431192', '180496882', '56467609', '174658829']"
ДАНЖЕН,"['193431192', '180496882', '56467609', '174658829']"
ДАННИ,"['154806204', '162134553', '33406351', '181692034', '192708650', '140907999', '184882594', '130588016', '27419785', '13020800', '181435218', '189868603', '33592301', '184735319', '111545074', '12072401', '81245367', '195713831', '178874139', '137621112']"
ДАННЫЕ,"['154806204', '162134553', '33406351', '181692034', '192708650', '140907999', '184882594', '130588016', '27419785', '13020800', '181435218', '189868603', '33592301', '184735319', '111545074', '12072401', '81245367', '195713831', '178874139', '137621112']"
ДАННЫХ,"['154806204', '162134553', '33406351', '181692034', '192708650', '140907999', '184882594', '130588016', '27419785', '13020800', '181435218', '189868603', '33592301', '184735319', '111545074', '12072401', '81245367', '195713831', '178874139', '137621112']"
ДАНС,"['45025374', '64823859', '6577179', '67846306', '20994481', '95844776', '75238997', '37055398', '6899216', '333930', '33423432', '47415387', '3985790', '42827705']"
